Athlete Name,Country,Sport,Gender,Age,Gold Medals,Silver Medals,Bronze Medals
Jessie Lacuna,Philippines,Swimming,M,18,0,0,0
Vegard Stake Laengen,Norway,Cycling - Road,M,23,0,0,0
Azzedine Lagab,Algeria,Cycling - Road,M,25,0,0,0
Bernard Lagat,United States of America,Athletics,M,37,0,0,0
Marouan Laghnej,Tunisia,Basketball,M,26,0,0,0
Evgeny Lagunov,Russian Federation,Swimming,M,26,0,0,1
Sergey Lagutin,Uzbekistan,Cycling - Road,M,31,0,0,0
Aziz Lahbabi,Morocco,Athletics,M,21,0,0,0
Michael Lahnsteiner,Austria,Badminton,M,28,0,0,0
Mouhcine Lahsaini,Morocco,Cycling - Road,M,26,0,0,0
Samyr Laine,Haiti,Athletics,M,28,0,0,0
Bombayla Devi Laishram,India,Archery,F,27,0,0,0
Sarra Lajnef,Tunisia,Swimming,F,22,0,0,0
Btissam Lakhouad,Morocco,Athletics,F,31,0,0,0
Birendra Lakra,India,Hockey,M,22,0,0,0
Raul Lall,Guyana,Judo,M,18,0,0,0
Etienne Lalonde Turbide,Canada,Fencing,M,23,0,0,0
Ivet Lalova,Bulgaria,Athletics,F,28,0,0,0
Balazs Laluska,Hungary,Handball,M,31,0,0,0
Eric Lamaze,Canada,Equestrian,M,44,0,0,0
Hayat Lambarki,Morocco,Athletics,F,24,0,0,0
Christophe Lambert,Germany,Judo,M,27,0,0,0
Regan Lamble,Australia,Athletics,F,20,0,0,0
Lankantien Lamboni,Togo,Athletics,M,22,0,0,0
Richard Lambourne,United States of America,Volleyball,M,37,0,0,0
Ayad Lamdassem,Spain,Athletics,M,30,0,0,0
Kim Lammers,Netherlands,Hockey,F,31,1,0,0
Holly Lam-Moores,Great Britain,Handball,F,21,0,0,0
Christopher Lamont,Great Britain,Volleyball,M,29,0,0,0
Xing Lan,People's Republic of China,Shooting,M,21,0,0,0
Niklas Landin Jacobsen,Denmark,Handball,M,23,0,0,0
Jessica Landstrom,Sweden,Football,F,27,0,0,0
Peter Lang,Denmark,Sailing,M,23,0,0,1
Ville Lang,Finland,Badminton,M,27,0,0,0
Helen Langehanenberg,Germany,Equestrian,F,30,0,1,0
Sebastian Langeveld,Netherlands,Cycling - Road,M,27,0,0,0
Matthew Langridge,Great Britain,Rowing,M,29,0,0,1
Arthur Lanigan-O'keeffe,Ireland,Modern Pentathlon,M,20,0,0,0
Jos Lansink,Belgium,Equestrian,M,51,0,0,0
Giuseppe Lanzone,United States of America,Rowing,M,29,0,0,0
Yi Lao,People's Republic of China,Athletics,M,26,0,0,0
Walter Lapeyre,France,Shooting,M,36,0,0,0
Allegra Lapi,Italy,Water Polo,F,26,0,0,0
Chay Lapin,United States of America,Water Polo,M,25,0,0,0
Dmitri Lapkes,Belarus,Fencing,M,36,0,0,0
Lapua Lapua,Tuvalu,Weightlifting,M,21,0,0,0
Jonas Larholm,Sweden,Handball,M,30,0,1,0
Jeff Larimer,United States of America,Canoe Slalom,M,31,0,0,0
Dmitry Larionov,Russian Federation,Canoe Slalom,M,26,0,0,0
Mitch Larkin,Australia,Swimming,M,19,0,0,0
Jose Maria Larocca,Argentina,Equestrian,M,43,0,0,0
David Larose,France,Judo,M,27,0,0,0
Daniela Grelui Larreal,Venezuela,Cycling - Track,F,39,0,0,0
Eirik Veras Larsen,Norway,Canoe Sprint,M,36,1,0,0
Mira Veras Larsen,Norway,Canoe Sprint,F,25,0,0,0
Pernille Larsen,Denmark,Handball,F,27,0,0,0
Breeja Larson,United States of America,Swimming,F,20,1,0,0
Jordan Larson,United States of America,Volleyball,F,25,0,1,0
Gustav Larsson,Sweden,Cycling - Road,M,31,0,0,0
Steven Larsson,Great Britain,Handball,M,31,0,0,0
Brent Larue,Slovenia,Athletics,M,25,0,0,0
Annabelle Lascar,Mauritius,Athletics,F,27,0,0,0
Ehsan Naser Lashgari,Islamic Republic of Iran,Wrestling,M,26,0,0,1
El-Sayed Lashin,Egypt,Table Tennis,M,32,0,0,0
Revaz Lashkhi,Georgia,Wrestling,M,24,0,1,0
Elena Lashmanova,Russian Federation,Athletics,F,20,1,0,0
Michal Lasko,Italy,Volleyball,M,31,0,0,1
Annie Last,Great Britain,Cycling - Mountain Bike,F,21,0,0,0
Yunio Lastre,Cuba,Athletics,M,30,0,0,0
Robert Lathouwers,Netherlands,Athletics,M,29,0,0,0
Claire Laubach,United States of America,Hockey,F,29,0,0,0
Rasmus Lauge Schmidt,Denmark,Handball,M,21,0,0,0
Jack Laugher,Great Britain,Diving,M,17,0,0,0
Jenna Laukkanen,Finland,Swimming,F,17,0,0,0
Noora Laukkanen,Finland,Swimming,F,19,0,0,0
Irina Lauric,Romania,Canoe Sprint,F,19,0,0,0
German Lauro,Argentina,Athletics,M,28,0,0,0
Louise Laursen,Denmark,Archery,F,24,0,0,0
Rudi Lausarot,Uruguay,Shooting,M,37,0,0,0
Marcos Lavado Mora,Venezuela,Swimming,M,20,0,0,0
Marisa Lavanchy,Switzerland,Athletics,F,22,0,0,0
Karel Lavicky,Czech Republic,Sailing,M,26,0,0,0
Renaud Lavillenie,France,Athletics,M,25,1,0,0
Arseniy Lavrentyev,Portugal,Swimming,M,29,0,0,0
Elena Mirela Lavric,Romania,Athletics,F,21,0,0,0
Andrew Lawrence,Great Britain,Basketball,M,22,0,0,0
Brijesh Lawrence,Saint Kitts and Nevis,Athletics,M,22,0,0,0
Corinna Lawrence,Great Britain,Fencing,F,22,0,0,0
Maya Lawrence,United States of America,Fencing,F,32,0,0,1
Micah Lawrence,United States of America,Swimming,F,22,0,0,0
Matson Lawson,Australia,Swimming,M,20,0,0,0
Edwige Lawson-Wade,France,Basketball,F,33,0,1,0
Jian Fang Lay,Australia,Table Tennis,F,39,0,0,0
Thomas Laybourn,Denmark,Badminton,M,34,0,0,0
Rachel Laybourne,Great Britain,Volleyball,F,30,0,0,0
Mylene Lazare,France,Swimming,F,24,0,0,1
Tetyana Lazareva,Ukraine,Wrestling,F,31,0,0,0
Suzana Lazovic,Montenegro,Handball,F,20,0,1,0
Yevgeniy Lazuka,Azerbaijan,Swimming,M,23,0,0,0
Chien-Ying Le,Taipei (Chinese Taipei),Archery,F,22,0,0,0
Thi Hoang Ngoc Le,Vietnam,Shooting,F,30,0,0,0
Chad le Clos,South Africa,Swimming,M,20,1,1,0
Laetitia le Corguille,France,Cycling - BMX,F,26,0,0,0
Jemal le Grand,Aruba,Swimming,M,18,0,0,0
Philippe le Jeune,Belgium,Equestrian,M,52,0,0,0
Erwan Le Pechoux,France,Fencing,M,30,0,0,0
Amy Le Peilbet,United States of America,Football,F,30,1,0,0
Jacques le Roux,South Africa,Hockey,M,23,0,0,0
Eugenie le Sommer,France,Football,F,23,0,0,0
Bobby Lea,United States of America,Cycling - Track,M,28,0,0,0
Savanah Leaf,Great Britain,Volleyball,F,18,0,0,0
Tim Leathart,Australia,Athletics,M,22,0,0,0
Tatyana Lebedeva,Russian Federation,Athletics,F,36,0,0,0
Spiridon Lebesis,Greece,Athletics,M,25,0,0,0
Yannick Lebherz,Germany,Swimming,M,23,0,0,0
Serhiy Lebid,Ukraine,Athletics,M,37,0,0,0
Karina Chenelle Leblanc,Canada,Football,F,32,0,0,1
Pierre Leboucher,France,Sailing,M,31,0,0,0
Eva Lechner,Italy,Cycling - Mountain Bike,F,27,0,0,0
Fanny Lecluyse,Belgium,Swimming,F,20,0,0,0
Camille Lecointre,France,Sailing,F,27,0,0,0
Stella-Iro Ledaki,Greece,Athletics,F,24,0,0,0
Katie Ledecky,United States of America,Swimming,F,15,1,0,0
Beki Lee,Australia,Athletics,F,25,0,0,0
Bumyoung Lee,Republic of Korea,Football,M,23,0,0,1
Changwoo Lee,Republic of Korea,Handball,M,29,0,0,0
Chong Wei Lee,Malaysia,Badminton,M,29,0,1,0
David Lee,United States of America,Volleyball,M,30,0,0,0
Duhaeng Lee,Republic of Korea,Athletics,M,30,0,0,0
Eun Bi Lee,Republic of Korea,Handball,F,21,0,0,0
Eun Ji Lee,Republic of Korea,Cycling - Track,F,22,0,0,0
Geraldine Lee,Singapore,Canoe Sprint,F,25,0,0,0
Hup Wei Lee,Malaysia,Athletics,M,25,0,0,0
Hyejin Lee,Republic of Korea,Cycling - Track,F,20,0,0,0
Hyun Il Lee,Republic of Korea,Badminton,M,32,0,0,0
Jae Woo Lee,Republic of Korea,Handball,M,32,0,0,0
Migyeong Lee,Republic of Korea,Handball,F,20,0,0,0
Minhye Lee,Republic of Korea,Cycling - Track,F,26,0,0,0
Myung Ho Lee,Republic of Korea,Hockey,M,32,0,0,0
Nam Yong Lee,Republic of Korea,Hockey,M,28,0,0,0
Rajin Lee,Republic of Korea,Fencing,F,22,0,0,0
Seen Lee,Australia,Weightlifting,F,29,0,0,0
Seonok Lee,Republic of Korea,Hockey,F,31,0,0,0
Seung Il Lee,Republic of Korea,Hockey,M,29,0,0,0
Seungchul Lee,Republic of Korea,Wrestling,M,24,0,0,0
Seyeol Lee,Republic of Korea,Wrestling,M,21,0,0,0
Sheng Mu Lee,Taipei (Chinese Taipei),Badminton,M,25,0,0,0
Sook-Ja Lee,Republic of Korea,Volleyball,F,32,0,0,0
Sung Jin Lee,Republic of Korea,Archery,F,27,1,0,0
Tae Hoon Lee,Republic of Korea,Sailing,M,26,0,0,0
Yong Dae Lee,Republic of Korea,Badminton,M,23,0,0,1
Johannah Leedham,Great Britain,Basketball,F,24,0,0,0
Miranda Leek,United States of America,Archery,F,19,0,0,0
Clement Lefert,France,Swimming,M,24,1,1,0
Enzo Lefort,France,Fencing,M,20,0,0,0
Christianne Legentil,Mauritius,Judo,F,20,0,0,0
Ugo Legrand,France,Judo,M,23,0,0,1
Mosito Lehata,Lesotho,Athletics,M,23,0,0,0
Lauri Lehtinen,Finland,Sailing,M,25,0,0,0
Silja Lehtinen,Finland,Sailing,F,26,0,0,1
Sheng Lei,People's Republic of China,Fencing,M,28,1,0,0
Mike Leigh,Canada,Sailing,M,27,0,0,0
Fran Leighton,Great Britain,Water Polo,F,30,0,0,0
Janis Leitis,Latvia,Athletics,M,23,0,0,0
Martin Leiva,Argentina,Basketball,M,32,0,0,0
Mate Lekai,Hungary,Handball,M,24,0,0,0
Ana Lelas,Croatia,Basketball,F,29,0,0,0
Olga A. Leleyko,Ukraine,Fencing,F,35,0,0,0
Christophe Lemaitre,France,Athletics,M,22,0,0,0
Sandra Lemos,Colombia,Athletics,F,23,0,0,0
Ivan Lender,Serbia,Swimming,M,22,0,0,0
Deon Lendore,Trinidad and Tobago,Athletics,M,19,0,0,1
Luke Lennon-Ford,Great Britain,Athletics,M,23,0,0,0
Mike Lenzly,Great Britain,Basketball,M,31,0,0,0
Mun Yee Leong,Malaysia,Diving,F,27,0,0,0
Carolin Leonhardt,Germany,Canoe Sprint,F,27,0,1,0
Varvara Lepchenko,United States of America,Tennis,F,26,0,0,0
Julia Lepke,Germany,Rowing,F,22,0,0,0
Penelope Leprevost,France,Equestrian,F,32,0,0,0
Florence Lepron,France,Basketball,F,27,0,1,0
Viktor Leptikov,Kazakhstan,Athletics,M,25,0,0,0
Sydney Leroux,United States of America,Football,F,22,1,0,0
Claire Leroy,France,Sailing,F,32,0,0,0
Emmanuel Leroy,Belgium,Hockey,M,32,0,0,0
Natalia Lesniak,Poland,Archery,F,21,0,0,0
Marie-Andree Lessard,Canada,Beach Volleyball,F,34,0,0,0
Justin Dashaun Lester,United States of America,Wrestling,M,28,0,0,0
Eloyse Lesueur,France,Athletics,F,24,0,0,0
Aleksander Lesun,Russian Federation,Modern Pentathlon,M,24,0,0,0
Joanna Leszczynska,Poland,Rowing,F,23,0,0,0
Laura Letrari,Italy,Swimming,F,23,0,0,0
Yvonne Leuko Chibosso,Cameroon,Football,F,20,0,0,0
Katrin Leumann,Switzerland,Cycling - Mountain Bike,F,30,0,0,0
Yvonne Leuthold,Great Britain,Handball,F,32,0,0,0
Amaury Leveaux,France,Swimming,M,26,1,1,0
Malin Levenstad,Sweden,Football,F,23,0,0,0
Brice Leverdez,France,Badminton,M,26,0,0,0
Caitlin Leverenz,United States of America,Swimming,F,21,0,0,1
Johnny Leveron,Honduras,Football,M,22,0,0,0
Julia Levina,Russian Federation,Rowing,F,39,0,0,0
Olga Levina,Russian Federation,Handball,F,27,0,0,0
Nigel Levine,Great Britain,Athletics,M,23,0,0,0
Cameron Levins,Canada,Athletics,M,23,0,0,0
Maximilian Levy,Germany,Cycling - Track,M,25,0,1,1
Sylwia Lewandowska,Poland,Rowing,F,21,0,0,0
Marcin Lewandowski,Poland,Athletics,M,25,0,0,0
Iain Lewers,Great Britain,Hockey,M,28,0,0,0
Andrew Lewis,Trinidad and Tobago,Sailing,M,22,0,0,0
Steven Lewis,Great Britain,Athletics,M,26,0,0,0
Mark Lewis-Francis,Great Britain,Athletics,M,29,0,0,0
Gia Lewis-Smallwood,United States of America,Athletics,F,33,0,0,0
Amandine Leynaud,France,Handball,F,26,0,0,0
Jose Leyver,Mexico,Athletics,M,26,0,0,0
Jason Lezak,United States of America,Swimming,M,36,0,1,0
Dongxiao Li,People's Republic of China,Hockey,F,24,0,0,0
Guojie Li,People's Republic of China,Fencing,M,26,0,0,0
Hongxia Li,People's Republic of China,Hockey,F,25,0,0,0
Jianbo Li,People's Republic of China,Athletics,M,25,0,0,0
Jiao Li,Netherlands,Table Tennis,F,39,0,0,0
Jiawei Li,Singapore,Table Tennis,F,31,0,0,1
Jiaxing Li,People's Republic of China,Swimming,F,22,0,0,0
Jie Li,Netherlands,Table Tennis,F,28,0,0,0
Jingjing Li,People's Republic of China,Canoe Slalom,F,27,0,0,0
Jinzhe Li,People's Republic of China,Athletics,M,22,0,0,0
Jun Li,People's Republic of China,Shooting,M,26,0,0,0
Ling Li,People's Republic of China,Athletics,F,27,0,0,0
Ling Li,People's Republic of China,Athletics,F,23,0,0,0
Ling Li,People's Republic of China,Sailing,F,26,0,0,0
Lingwei Li,People's Republic of China,Athletics,F,23,0,0,0
Michele Li,Canada,Badminton,F,20,0,0,0
Na Li,People's Republic of China,Fencing,F,31,1,0,0
Na Li,People's Republic of China,Tennis,F,30,0,0,0
Peijing Li,People's Republic of China,Shooting,F,23,0,0,0
Qian Li,Poland,Table Tennis,F,26,0,0,0
Qiang Li,People's Republic of China,Canoe Sprint,M,23,0,0,0
Qiangbing Li,Austria,Table Tennis,F,27,0,0,0
Shanshan Li,People's Republic of China,Basketball,F,25,0,0,0
Shujin Li,People's Republic of China,Wrestling,M,30,0,0,0
Wen-Hua Li,Taipei (Chinese Taipei),Athletics,F,22,0,0,0
Xiaoxia Li,People's Republic of China,Table Tennis,F,24,2,0,0
Xiayan Li,People's Republic of China,Swimming,M,22,0,0,0
Xuanxu Li,People's Republic of China,Swimming,F,18,0,0,1
Xue Li,France,Table Tennis,F,27,0,0,0
Xuerui Li,People's Republic of China,Badminton,F,21,1,0,0
Xueying Li,People's Republic of China,Weightlifting,F,22,1,0,0
Yanfeng Li,People's Republic of China,Athletics,F,33,0,0,1
Yanmei Li,People's Republic of China,Athletics,F,22,0,0,0
Yunqi Li,People's Republic of China,Swimming,M,18,0,0,1
Zhangli Li,People's Republic of China,Canoe Sprint,F,24,0,0,0
Zhenzhu Li,People's Republic of China,Athletics,F,26,0,0,0
Zhilong Li,People's Republic of China,Athletics,M,24,0,0,0
Zicheng Li,People's Republic of China,Athletics,M,22,0,0,0
Nioun Chin Elodie Li Yuk Lo,Mauritius,Beach Volleyball,F,29,0,0,0
Vadzim Lialin,Belarus,Rowing,M,29,0,0,0
Jiahong Liang,People's Republic of China,Athletics,M,24,0,0,0
Jing Liang,People's Republic of China,Cycling - Track,F,27,0,0,0
Lei Liang,People's Republic of China,Wrestling,M,30,0,0,0
Meiyu Liang,People's Republic of China,Hockey,F,18,0,0,0
Hanna Liapeshka,Belarus,Athletics,F,27,0,0,0
Linus Lichtschlag,Germany,Rowing,M,23,0,0,0
Marlon Licona,Honduras,Football,M,21,0,0,0
Jimmy Lidberg,Sweden,Wrestling,M,30,0,0,1
Anders Lie,Denmark,Swimming,M,21,0,0,0
Luis Ygnacio Liendo,Venezuela,Wrestling,M,31,0,0,0
Alexandre Liess,Switzerland,Swimming,M,21,0,0,0
Roeland Lievens,Netherlands,Rowing,M,29,0,0,0
Daniel Ligeti,Hungary,Wrestling,M,23,0,0,0
Nina Lamsam Ligon,Thailand,Equestrian,F,20,0,0,0
Sarah Lihan,United States of America,Sailing,F,23,0,0,0
Martin Liivamagi,Estonia,Swimming,M,24,0,0,0
Bastiaan Lijesen,Netherlands,Swimming,M,21,0,0,0
Savva Lika,Greece,Athletics,F,42,0,0,0
Aliaksei Likhacheuski,Belarus,Fencing,M,22,0,0,0
Maria Liku,Fiji,Weightlifting,F,22,0,0,0
Anderson Chee Wei Lim,Brunei Darussalam,Swimming,M,16,0,0,0
Duk-Jun Lim,Republic of Korea,Handball,M,31,0,0,0
Hyo-Sook Lim,Republic of Korea,Volleyball,F,30,0,0,0
Jihye Lim,Republic of Korea,Weightlifting,F,26,0,0,0
Kyung-Hee Lim,Republic of Korea,Athletics,F,29,0,0,0
Lynette Lim,Singapore,Swimming,F,20,0,0,0
Sergey Lim,Kazakhstan,Judo,M,24,0,0,0
Dipna Lim Prasad,Singapore,Athletics,F,21,0,0,0
Felipe Lima,Brazil,Swimming,M,27,0,0,0
Gustavo Lima,Portugal,Sailing,M,35,0,0,0
Christopher Lima da Costa,Sao Tome and Principe,Athletics,M,24,0,0,0
Ruben Limardo Gascon,Venezuela,Fencing,M,27,1,0,0
Nicolas Limbach,Germany,Fencing,M,26,0,0,0
Chia-En Lin,Taipei (Chinese Taipei),Archery,F,19,0,0,0
Chia-Ying Lin,Taipei (Chinese Taipei),Athletics,F,29,0,0,0
Ching-Hsuan Lin,Taipei (Chinese Taipei),Athletics,M,20,0,0,0
Dan Lin,People's Republic of China,Badminton,M,28,1,0,0
Ju Lin,Dominican Republic,Table Tennis,M,32,0,0,0
Qingfeng Lin,People's Republic of China,Weightlifting,M,23,1,0,0
Yi Chun Lin,Taipei (Chinese Taipei),Shooting,F,31,0,0,0
Yue Lin,People's Republic of China,Diving,M,21,0,0,0
Dace Lina,Latvia,Athletics,F,30,0,0,0
Carlos Daniel Linarez Zambrano,Venezuela,Cycling - Track,M,20,0,0,0
Holly Lincoln-Smith,Australia,Water Polo,F,24,0,0,1
Caroline Lind,United States of America,Rowing,F,29,1,0,0
Hedvig Lindahl,Sweden,Football,F,29,0,0,0
Niklas Lindback,Sweden,Equestrian,M,38,0,0,0
Anna Lindberg,Sweden,Diving,F,30,0,0,0
Hans Lindberg,Denmark,Handball,M,31,0,0,0
Janin Lindenberg,Germany,Athletics,F,25,0,0,0
Mattias Lindfors,Finland,Sailing,M,23,0,0,0
Joonas Lindgren,Finland,Sailing,M,26,0,0,0
Niklas Lindgren,Finland,Sailing,M,24,0,0,0
Mikaela Lindh,Finland,Equestrian,F,42,0,0,0
Cameron Lindsay,New Zealand,Football,M,19,0,0,0
Lori Lindsey,United States of America,Football,F,32,0,0,0
Robert Lindstedt,Sweden,Tennis,M,35,0,0,0
Edward Ling,Great Britain,Shooting,M,29,0,0,0
Christopher Linke,Germany,Athletics,M,23,0,0,0
Danielle Lins,Brazil,Volleyball,F,27,1,0,0
Pia Lionetti,Italy,Archery,F,25,0,0,0
Varlam Liparteliani,Georgia,Judo,M,23,0,0,0
Aleksandr Lipatov,Russian Federation,Canoe Slalom,M,31,0,0,0
Silke Lippok,Germany,Swimming,F,18,0,0,0
Tim Lips,Netherlands,Equestrian,M,26,0,0,0
Jiri Liptak,Czech Republic,Shooting,M,30,0,0,0
Sabine Lisicki,Germany,Tennis,F,22,0,0,0
Igor Lisovenko,Russian Federation,Sailing,M,24,0,0,0
Tobias Lister,Australia,Rowing,M,25,0,0,0
Katarina Listopadova,Slovakia,Swimming,F,19,0,0,0
Ekaterina Lisunova,Russian Federation,Water Polo,F,22,0,0,0
Kim Little,Great Britain,Football,F,22,0,0,0
Irina Litvinenko Ektova,Kazakhstan,Athletics,F,25,0,0,0
Anthony Liu,American Samoa,Judo,M,25,0,0,0
Deli Liu,People's Republic of China,Wrestling,M,32,0,0,0
Haiping Liu,People's Republic of China,Canoe Sprint,F,24,0,0,0
Hong Liu,People's Republic of China,Athletics,F,25,0,0,0
Jia Liu,Austria,Table Tennis,F,30,0,0,0
Jing Liu,People's Republic of China,Swimming,F,22,0,0,0
Na Liu,Great Britain,Table Tennis,F,29,0,0,0
Ping Liu,People's Republic of China,Water Polo,F,25,0,0,0
Song Liu,Argentina,Table Tennis,M,40,0,0,0
Wei Liu,People's Republic of China,Basketball,M,32,0,0,0
Xiang Liu,People's Republic of China,Athletics,M,29,0,0,0
Xiangrong Liu,People's Republic of China,Athletics,F,24,0,0,0
Xiao Liu,People's Republic of China,Fencing,M,24,0,0,0
Xiaoyu Liu,People's Republic of China,Swimming,F,24,0,0,0
Xin Liu,People's Republic of China,Cycling - Road,F,25,0,0,0
Yingzi Liu,People's Republic of China,Shooting,F,41,0,0,0
Zhaowu Liu,People's Republic of China,Archery,M,23,0,0,0
Zige Liu,People's Republic of China,Swimming,F,23,0,0,0
Ari-Pekka Liukkonen,Finland,Swimming,M,23,0,0,0
Mariia Liver,Ukraine,Swimming,F,21,0,0,0
Cesar Lizano,Costa Rica,Athletics,M,30,0,0,0
Nuria Llagostera Vives,Spain,Tennis,F,32,0,0,0
Jorge Llames,Spain,Shooting,M,33,0,0,0
Enrique Llanos,Puerto Rico,Athletics,M,32,0,0,0
Xavi Lleonart,Spain,Hockey,M,22,0,0,0
Michael Llodra,France,Tennis,M,32,0,1,0
Cristina Llovera,Andorra,Athletics,F,15,0,0,0
Carli Lloyd,United States of America,Football,F,30,1,0,0
Ieuan Lloyd,Great Britain,Swimming,M,19,0,0,0
Jess Lloyd,Great Britain,Swimming,F,17,0,0,0
Shereefa Lloyd,Jamaica,Athletics,F,29,0,0,1
Sergio Llull,Spain,Basketball,M,24,0,1,0
Eleonora Lo Bianco,Italy,Volleyball,F,32,0,0,0
Diana Lobacevske,Lithuania,Athletics,F,32,0,0,0
Liliya Lobanova,Ukraine,Athletics,F,26,0,0,0
Mariana Lobato,Portugal,Sailing,F,24,0,0,0
Jonathan Lobert,France,Sailing,M,27,0,0,1
Nikita Lobintsev,Russian Federation,Swimming,M,23,0,0,1
Alex Sandro Lobo Silva,Brazil,Football,M,21,0,1,0
Natalia Lobova,Russian Federation,Canoe Sprint,F,25,0,0,0
Artem Lobuzov,Russian Federation,Swimming,M,21,0,0,0
Samuel Loch,Australia,Rowing,M,29,0,0,0
Joanna Lochowska,Poland,Weightlifting,F,23,0,0,0
Ryan Lochte,United States of America,Swimming,M,28,2,2,1
William Lockwood,Australia,Rowing,M,24,0,1,0
Luigi Lodde,Italy,Shooting,M,32,0,0,0
Nicolas Lodeiro,Uruguay,Football,M,23,0,0,0
Esther Lofgren,United States of America,Rowing,F,27,1,0,0
Eleanor Logan,United States of America,Rowing,F,24,1,0,0
Michal Logosz,Poland,Badminton,M,34,0,0,0
Tatiana Logunova,Russian Federation,Fencing,F,32,0,0,0
Maryia Lohvinava,Belarus,Cycling - Track,F,19,0,0,0
Alina Lohvynenko,Ukraine,Athletics,F,22,0,0,0
Heidi Loke,Norway,Handball,F,29,1,0,0
Begul Lokluoglu,Turkey,Archery,F,23,0,0,0
Patrick Loliger Salas,Mexico,Rowing,M,27,0,0,0
Bryan Nickson Lomas,Malaysia,Diving,M,22,0,0,0
Marcel Lomnicky,Slovakia,Athletics,M,25,0,0,0
Tony Lomo,Solomon Islands,Judo,M,28,0,0,0
Lopez Lomong,United States of America,Athletics,M,27,0,0,0
Nicholas Long,United States of America,Cycling - BMX,M,22,0,0,0
Omar Longart,Venezuela,Athletics,M,21,0,0,0
Annalie Longo,New Zealand,Football,F,21,0,0,0
Thomas Pkemei Longosiwa,Kenya,Athletics,M,24,0,0,1
Fredrik Loof,Sweden,Sailing,M,42,1,0,0
Lidiane Lopes,Cape Verde,Athletics,F,17,0,0,0
Adrian Lopez,Spain,Football,M,24,0,0,0
Alexander Lopez,Honduras,Football,M,20,0,0,0
Feliciano Lopez,Spain,Tennis,M,30,0,0,0
Javier Lopez,Spain,Shooting,M,23,0,0,0
Juan Lopez,Argentina,Hockey,M,27,0,0,0
Kevin Lopez,Spain,Athletics,M,22,0,0,0
Luis Fernando Lopez,Colombia,Athletics,M,33,0,0,0
Marc Lopez,Spain,Tennis,M,30,0,0,0
Miguel Lopez,Puerto Rico,Athletics,M,22,0,0,0
Miguel Angel Lopez,Spain,Athletics,M,24,0,0,0
Roberto Lopez,El Salvador,Rowing,M,19,0,0,0
Sandra Lopez,Mexico,Athletics,F,28,0,0,0
Livan Lopez Azcuy,Cuba,Wrestling,M,30,0,0,1
Jazmin Lopez Becker,Argentina,Sailing,F,20,0,0,0
Christian Alberto Lopez Bobadilla,Guatemala,Weightlifting,M,28,0,0,0
Marta Lopez Herrero,Spain,Handball,F,22,0,0,1
Mijain Lopez Nunez,Cuba,Wrestling,M,29,1,0,0
Daniel Lopez Pinedo,Spain,Water Polo,M,32,0,0,0
Laura Lopez Ventosa,Spain,Water Polo,F,24,0,1,0
Pascal Loretan,Switzerland,Shooting,M,23,0,0,0
Khatuna Lorig,United States of America,Archery,F,38,0,0,0
Tamas Lorincz,Hungary,Wrestling,M,25,0,1,0
Venio Losert,Croatia,Handball,M,36,0,0,1
Ivan Losev,Ukraine,Athletics,M,26,0,0,0
Aly Lotfi,Egypt,Football,M,22,0,0,0
Paul Lotman,United States of America,Volleyball,M,26,0,0,0
Marion Lotout,France,Athletics,F,22,0,0,0
Mohamed Riad Louafi,Algeria,Wrestling,M,24,0,0,0
Olive Loughnane,Ireland,Athletics,F,36,0,0,0
Marco Loughran,Great Britain,Swimming,M,23,0,0,0
Christina Loukas,United States of America,Diving,F,26,0,0,0
Constantine Louloudis,Great Britain,Rowing,M,20,0,0,1
Gideon Louw,South Africa,Swimming,M,24,0,0,0
Kylie Louw,South Africa,Football,F,23,0,0,0
Lance Louw,South Africa,Hockey,M,26,0,0,0
Krisztian Lovassy,Hungary,Cycling - Road,M,24,0,0,0
Kevin Love,United States of America,Basketball,M,23,1,0,0
Rach Lovell,Australia,Canoe Sprint,F,34,0,0,0
Ivana Lovric,Croatia,Handball,F,27,0,0,0
Dan Lovrovic,Croatia,Sailing,M,27,0,0,0
Marin Lovrovic,Croatia,Sailing,M,39,0,0,0
Natalia Lovtcova,Russian Federation,Swimming,F,24,0,0,0
Hunter Lowden,Canada,Sailing,M,30,0,0,0
Chaunte Lowe,United States of America,Athletics,F,28,0,0,0
Jemma Lowe,Great Britain,Swimming,F,22,0,0,0
Jill Loyden,United States of America,Football,F,27,0,0,0
Antony Lozano,Honduras,Football,M,19,0,0,0
Haojie Lu,People's Republic of China,Weightlifting,M,22,0,1,0
Huihui Lu,People's Republic of China,Athletics,F,23,0,0,0
Xiaojun Lu,People's Republic of China,Weightlifting,M,28,1,0,0
Xiuzhi Lu,People's Republic of China,Athletics,F,18,0,0,0
Yen-Hsun Lu,Taipei (Chinese Taipei),Tennis,M,29,0,0,0
Ying Lu,People's Republic of China,Swimming,F,23,0,1,0
Yong Lu,People's Republic of China,Weightlifting,M,26,0,0,0
Zhiwu Lu,People's Republic of China,Swimming,M,23,0,0,1
Eva Lubbers,Netherlands,Athletics,F,20,0,0,0
Bill Lucas,Great Britain,Rowing,M,24,0,0,0
Dakota Lucas,New Zealand,Football,M,21,0,0,0
Emmanuel Lucenti,Argentina,Judo,M,27,0,0,0
Rosario Luchetti,Argentina,Hockey,F,28,0,1,0
Ion Luchianov,Republic of Moldova,Athletics,M,31,0,0,0
Samantha Lucie-Smith,New Zealand,Swimming,F,20,0,0,0
